EmpID,Age,AgeGroup,BusinessTravel,Department,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Over18,RelationshipSatisfaction,StandardHours,WorkLifeBalance
RM274,37,36-45,Travel_Rarely,Sales,4,Medical,1,378,3,Male,3,2,Sales Executive,4,Married,Y,2,80,4
RM276,37,36-45,Non-Travel,Research & Development,4,Medical,1,380,1,Female,3,3,Research Director,4,Divorced,Y,1,80,3
RM286,37,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,391,4,Female,3,1,Research Scientist,4,Single,Y,2,80,3
RM295,37,36-45,Travel_Frequently,Research & Development,3,Medical,1,403,2,Male,3,1,Research Scientist,4,Married,Y,3,80,2
RM341,37,36-45,Travel_Rarely,Research & Development,2,Medical,1,460,4,Male,3,2,Manufacturing Director,4,Divorced,Y,3,80,2
RM354,37,36-45,Travel_Rarely,Research & Development,3,Medical,1,474,3,Male,4,2,Research Scientist,1,Divorced,Y,1,80,3
RM365,37,36-45,Travel_Rarely,Research & Development,3,Medical,1,486,3,Female,3,1,Laboratory Technician,1,Married,Y,2,80,3
RM387,37,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,515,4,Female,3,1,Laboratory Technician,1,Divorced,Y,3,80,2
RM390,37,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,518,3,Male,3,2,Manufacturing Director,2,Single,Y,4,80,2
RM399,37,36-45,Non-Travel,Research & Development,5,Medical,1,529,2,Female,3,2,Research Scientist,3,Married,Y,1,80,3
RM465,37,36-45,Travel_Rarely,Research & Development,3,Technical Degree,1,623,2,Female,3,3,Manufacturing Director,4,Single,Y,4,80,4
RM468,37,36-45,Non-Travel,Sales,4,Medical,1,626,1,Male,3,3,Sales Executive,2,Divorced,Y,4,80,3
RM473,37,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,635,2,Female,3,2,Manufacturing Director,2,Married,Y,2,80,2
RM487,37,36-45,Travel_Rarely,Sales,3,Marketing,1,656,4,Male,3,2,Sales Executive,3,Married,Y,3,80,2
RM507,37,36-45,Travel_Rarely,Research & Development,3,Other,1,689,3,Male,3,3,Manufacturing Director,3,Married,Y,3,80,3
RM523,37,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,715,4,Male,4,1,Research Scientist,4,Single,Y,1,80,3
RM578,37,36-45,Travel_Rarely,Research & Development,1,Life Sciences,1,802,4,Female,3,1,Research Scientist,1,Divorced,Y,2,80,2
RM629,37,36-45,Travel_Rarely,Sales,4,Marketing,1,868,4,Male,2,2,Sales Executive,3,Divorced,Y,4,80,3
RM649,37,36-45,Travel_Frequently,Sales,2,Medical,1,900,3,Female,3,1,Sales Representative,4,Married,Y,2,80,3
RM653,37,36-45,Non-Travel,Sales,2,Medical,1,904,1,Male,3,3,Sales Executive,2,Single,Y,4,80,3
RM696,37,36-45,Travel_Rarely,Sales,4,Life Sciences,1,970,1,Male,2,3,Sales Executive,3,Married,Y,3,80,1
RM745,37,36-45,Travel_Rarely,Research & Development,2,Medical,1,1033,1,Female,1,2,Healthcare Representative,2,Married,Y,1,80,1
RM768,37,36-45,Travel_Rarely,Research & Development,3,Other,1,1062,4,Female,3,2,Healthcare Representative,2,Single,Y,1,80,2
RM796,37,36-45,Travel_Rarely,Sales,4,Life Sciences,1,1105,4,Female,2,2,Sales Executive,4,Divorced,Y,3,80,3
RM833,37,36-45,Travel_Rarely,Research & Development,2,Medical,1,1161,3,Female,2,2,Healthcare Representative,4,Divorced,Y,3,80,3
RM856,37,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,1196,4,Female,2,2,Manufacturing Director,4,Married,Y,2,80,2
RM990,37,36-45,Travel_Rarely,Research & Development,1,Life Sciences,1,1394,3,Male,3,1,Research Scientist,3,Married,Y,4,80,3
RM1002,37,36-45,Travel_Rarely,Research & Development,3,Medical,1,1411,1,Female,3,1,Laboratory Technician,3,Single,Y,1,80,3
RM1023,37,36-45,Non-Travel,Research & Development,2,Technical Degree,1,1440,3,Male,4,1,Laboratory Technician,3,Single,Y,1,80,1
RM1090,37,36-45,Travel_Rarely,Research & Development,3,Medical,1,1543,1,Male,3,2,Research Scientist,4,Married,Y,1,80,3
RM1159,37,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,1631,3,Male,3,2,Manufacturing Director,3,Married,Y,1,80,2
RM1164,37,36-45,Travel_Rarely,Research & Development,3,Medical,1,1640,2,Female,3,1,Research Scientist,2,Married,Y,1,80,1
RM1212,37,36-45,Travel_Frequently,Sales,4,Medical,1,1700,3,Male,1,2,Sales Executive,4,Divorced,Y,3,80,2
RM1277,37,36-45,Travel_Rarely,Sales,2,Marketing,1,1787,2,Male,2,2,Sales Executive,2,Married,Y,1,80,3
RM1281,37,36-45,Travel_Rarely,Human Resources,2,Other,1,1794,3,Male,3,2,Human Resources,2,Divorced,Y,3,80,2
RM1292,37,36-45,Travel_Rarely,Research & Development,4,Medical,1,1809,4,Male,3,2,Manufacturing Director,1,Single,Y,2,80,1
RM1345,37,36-45,Travel_Rarely,Research & Development,4,Medical,1,1885,4,Male,3,2,Research Scientist,1,Married,Y,3,80,3
RM1433,37,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,2017,3,Female,4,3,Research Director,4,Married,Y,1,80,3
RM009,38,36-45,Travel_Frequently,Research & Development,3,Life Sciences,1,12,4,Male,2,3,Manufacturing Director,3,Single,Y,2,80,3
RM020,38,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,24,4,Male,3,1,Research Scientist,4,Single,Y,3,80,3
RM062,38,36-45,Travel_Frequently,Research & Development,5,Life Sciences,1,79,4,Female,3,2,Laboratory Technician,4,Single,Y,4,80,3
RM084,38,36-45,Non-Travel,Research & Development,3,Medical,1,107,2,Female,1,2,Research Scientist,4,Divorced,Y,4,80,3
RM143,38,36-45,Travel_Rarely,Research & Development,5,Technical Degree,1,193,4,Female,3,2,Research Scientist,3,Single,Y,2,80,3
RM169,38,36-45,Travel_Rarely,Sales,4,Life Sciences,1,230,1,Female,2,2,Sales Executive,4,Single,Y,3,80,4
RM180,38,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,245,3,Female,3,1,Laboratory Technician,4,Single,Y,3,80,3
RM199,38,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,271,4,Male,3,2,Manufacturing Director,3,Married,Y,2,80,3
RM200,38,36-45,Travel_Rarely,Research & Development,3,Technical Degree,1,273,4,Male,3,2,Manufacturing Director,4,Married,Y,1,80,1
RM205,38,36-45,Travel_Rarely,Research & Development,1,Medical,1,282,2,Male,3,2,Healthcare Representative,1,Married,Y,2,80,3
RM224,38,36-45,Travel_Rarely,Sales,3,Life Sciences,1,307,1,Male,3,3,Sales Executive,3,Divorced,Y,3,80,2
RM262,38,36-45,Non-Travel,Sales,2,Life Sciences,1,361,4,Male,2,2,Sales Executive,4,Married,Y,4,80,3
RM278,38,36-45,Travel_Rarely,Sales,2,Medical,1,382,1,Female,4,2,Sales Executive,1,Divorced,Y,3,80,3
RM288,38,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,393,4,Male,3,2,Healthcare Representative,4,Divorced,Y,2,80,3
RM308,38,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,421,1,Female,2,3,Research Director,2,Married,Y,3,80,3
RM342,38,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,461,3,Male,2,3,Research Director,4,Divorced,Y,2,80,3
RM417,38,36-45,Travel_Frequently,Research & Development,2,Life Sciences,1,556,4,Male,3,1,Laboratory Technician,4,Married,Y,3,80,3
RM472,38,36-45,Travel_Rarely,Research & Development,3,Medical,1,634,3,Female,3,2,Healthcare Representative,3,Married,Y,3,80,3
RM491,38,36-45,Travel_Rarely,Research & Development,1,Life Sciences,1,662,3,Female,3,1,Research Scientist,1,Single,Y,4,80,2
RM519,38,36-45,Travel_Rarely,Sales,4,Marketing,1,709,4,Female,2,2,Sales Executive,4,Single,Y,1,80,3
RM530,38,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,724,2,Female,4,2,Healthcare Representative,4,Single,Y,3,80,2
RM543,38,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,743,3,Female,3,3,Manufacturing Director,3,Single,Y,4,80,4
RM560,38,36-45,Travel_Rarely,Research & Development,5,Medical,1,773,4,Male,3,1,Research Scientist,3,Married,Y,2,80,1
RM579,38,36-45,Travel_Frequently,Research & Development,4,Life Sciences,1,803,1,Female,4,2,Manufacturing Director,1,Single,Y,4,80,3
RM606,38,36-45,Travel_Frequently,Research & Development,3,Life Sciences,1,837,1,Male,2,2,Healthcare Representative,1,Divorced,Y,3,80,2
RM643,38,36-45,Travel_Rarely,Sales,3,Marketing,1,893,2,Male,2,1,Sales Representative,2,Married,Y,4,80,3
RM682,38,36-45,Travel_Rarely,Research & Development,3,Technical Degree,1,950,4,Female,3,3,Research Director,1,Married,Y,2,80,3
RM704,38,36-45,Non-Travel,Sales,3,Technical Degree,1,983,3,Female,3,2,Sales Executive,4,Single,Y,2,80,3
RM723,38,36-45,Travel_Frequently,Research & Development,1,Medical,1,1006,3,Male,3,1,Research Scientist,3,Married,Y,2,80,2
RM748,38,36-45,Travel_Rarely,Sales,4,Life Sciences,1,1036,2,Male,3,2,Sales Executive,4,Single,Y,3,80,3
RM766,38,36-45,Travel_Frequently,Research & Development,4,Other,1,1060,3,Male,3,1,Research Scientist,3,Married,Y,1,80,3
RM785,38,36-45,Travel_Rarely,Research & Development,1,Life Sciences,1,1088,3,Female,2,3,Healthcare Representative,3,Married,Y,1,80,2
RM808,38,36-45,Travel_Rarely,Sales,4,Marketing,1,1119,3,Male,2,3,Sales Executive,3,Divorced,Y,2,80,3
RM812,38,36-45,Travel_Rarely,Sales,2,Marketing,1,1125,4,Male,3,3,Sales Executive,2,Single,Y,3,80,3
RM827,38,36-45,Travel_Rarely,Human Resources,3,Human Resources,1,1152,3,Male,4,1,Human Resources,3,Married,Y,4,80,4
RM964,38,36-45,Travel_Rarely,Sales,2,Life Sciences,1,1355,2,Female,3,2,Sales Executive,1,Divorced,Y,4,80,3
RM983,38,36-45,Travel_Frequently,Research & Development,3,Life Sciences,1,1382,4,Male,4,1,Research Scientist,3,Divorced,Y,4,80,3
RM1108,38,36-45,Travel_Frequently,Human Resources,4,Human Resources,1,1563,3,Male,3,2,Human Resources,3,Married,Y,3,80,3
RM1113,38,36-45,Travel_Rarely,Research & Development,3,Medical,1,1573,3,Male,3,2,Manufacturing Director,2,Married,Y,1,80,3
RM1120,38,36-45,Travel_Rarely,Sales,3,Life Sciences,1,1582,3,Male,3,2,Sales Executive,2,Married,Y,4,80,3
RM1121,38,36-45,Travel_Rarely,Sales,3,Life Sciences,1,1583,2,Female,3,2,Sales Executive,2,Single,Y,2,80,4
RM1162,38,36-45,Travel_Rarely,Research & Development,2,Medical,1,1638,4,Female,2,3,Manufacturing Director,3,Married,Y,4,80,4
RM1188,38,36-45,Travel_Frequently,Research & Development,3,Life Sciences,1,1668,4,Male,3,2,Research Scientist,4,Married,Y,4,80,4
RM1194,38,36-45,Travel_Frequently,Research & Development,3,Medical,1,1675,4,Female,2,1,Laboratory Technician,2,Single,Y,2,80,3
RM1203,38,36-45,Travel_Rarely,Research & Development,2,Medical,1,1687,4,Female,3,1,Laboratory Technician,3,Married,Y,4,80,2
RM1257,38,36-45,Travel_Frequently,Research & Development,2,Medical,1,1760,3,Female,2,1,Laboratory Technician,2,Married,Y,2,80,2
RM1262,38,36-45,Travel_Rarely,Research & Development,3,Medical,1,1766,2,Male,1,2,Healthcare Representative,4,Married,Y,3,80,3
RM1273,38,36-45,Travel_Rarely,Research & Development,2,Other,1,1782,4,Female,2,1,Laboratory Technician,3,Married,Y,2,80,3
RM1290,38,36-45,Non-Travel,Human Resources,3,Human Resources,1,1805,1,Male,3,1,Human Resources,2,Divorced,Y,4,80,3
RM1309,38,36-45,Travel_Rarely,Sales,4,Marketing,1,1835,2,Female,1,2,Sales Representative,4,Married,Y,1,80,2
RM1374,38,36-45,Travel_Frequently,Research & Development,3,Medical,1,1937,4,Female,2,2,Research Scientist,2,Divorced,Y,3,80,3
RM1377,38,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,1940,2,Male,3,1,Research Scientist,4,Divorced,Y,4,80,4
RM1392,38,36-45,Travel_Rarely,Sales,3,Life Sciences,1,1961,1,Male,2,1,Sales Representative,1,Single,Y,1,80,2
RM1401,38,36-45,Travel_Frequently,Human Resources,4,Other,1,1972,4,Male,3,1,Human Resources,2,Married,Y,2,80,3
RM1417,38,36-45,Travel_Rarely,Sales,4,Life Sciences,1,1995,4,Male,3,2,Sales Executive,2,Married,Y,1,80,3
RM1419,38,36-45,Travel_Frequently,Research & Development,4,Life Sciences,1,1997,1,Male,2,2,Manufacturing Director,3,Married,Y,4,80,3
RM1431,38,36-45,Travel_Rarely,Research & Development,3,Medical,1,2015,2,Female,1,3,Research Director,3,Married,Y,1,80,3
RM1452,38,36-45,TravelRarely,Sales,2,Life Sciences,1,2041,1,Female,3,2,Sales Executive,4,Married,Y,3,80,3
RM034,39,36-45,Travel_Rarely,Sales,3,Technical Degree,1,42,4,Male,3,2,Sales Representative,4,Married,Y,3,80,4
RM138,39,36-45,Travel_Rarely,Sales,4,Life Sciences,1,182,4,Female,2,2,Sales Executive,3,Married,Y,3,80,4
RM241,39,36-45,Travel_Rarely,Research & Development,4,Medical,1,332,3,Female,3,1,Laboratory Technician,3,Divorced,Y,3,80,3
RM252,39,36-45,Travel_Frequently,Research & Development,4,Technical Degree,1,343,3,Female,3,3,Healthcare Representative,3,Single,Y,4,80,3
RM305,39,36-45,Travel_Rarely,Research & Development,3,Medical,1,417,3,Male,4,3,Healthcare Representative,4,Divorced,Y,1,80,2
RM315,39,36-45,Travel_Rarely,Research & Development,1,Medical,1,429,3,Male,3,4,Manager,1,Married,Y,4,80,3
RM327,39,36-45,Travel_Frequently,Research & Development,2,Medical,1,444,3,Male,2,5,Manager,4,Married,Y,1,80,3
RM328,39,36-45,Travel_Rarely,Sales,2,Medical,1,445,4,Female,3,2,Sales Executive,3,Married,Y,1,80,2
RM401,39,36-45,Travel_Frequently,Research & Development,1,Life Sciences,1,531,2,Male,3,5,Manager,3,Divorced,Y,3,80,3
RM450,39,36-45,Travel_Frequently,Research & Development,1,Life Sciences,1,602,3,Female,3,1,Laboratory Technician,3,Married,Y,1,80,3
RM527,39,36-45,Travel_Rarely,Research & Development,4,Technical Degree,1,721,4,Female,2,2,Healthcare Representative,3,Single,Y,1,80,3
RM552,39,36-45,Travel_Rarely,Human Resources,3,Human Resources,1,760,3,Female,4,2,Human Resources,2,Married,Y,3,80,1
RM655,39,36-45,Travel_Rarely,Human Resources,3,Life Sciences,1,909,4,Female,2,2,Human Resources,4,Married,Y,3,80,3
RM670,39,36-45,Travel_Rarely,Research & Development,3,Medical,1,932,4,Male,3,1,Laboratory Technician,1,Married,Y,4,80,1
RM706,39,36-45,Travel_Rarely,Sales,5,Life Sciences,1,985,1,Male,4,3,Sales Executive,3,Single,Y,4,80,3
RM739,39,36-45,Travel_Rarely,Research & Development,1,Life Sciences,1,1026,4,Female,2,4,Manufacturing Director,4,Married,Y,3,80,3
RM754,39,36-45,Travel_Frequently,Research & Development,3,Medical,1,1043,4,Female,3,3,Manufacturing Director,1,Single,Y,3,80,3
RM814,39,36-45,Travel_Frequently,Research & Development,3,Life Sciences,1,1127,1,Male,3,4,Healthcare Representative,4,Divorced,Y,4,80,3
RM817,39,36-45,Non-Travel,Research & Development,3,Life Sciences,1,1132,3,Male,3,2,Laboratory Technician,2,Single,Y,3,80,2
RM938,39,36-45,Travel_Rarely,Research & Development,4,Medical,1,1307,3,Female,2,4,Manager,2,Divorced,Y,4,80,3
RM941,39,36-45,Travel_Rarely,Research & Development,3,Medical,1,1310,3,Male,3,1,Research Scientist,1,Single,Y,1,80,3
RM950,39,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,1322,1,Male,3,2,Manufacturing Director,3,Single,Y,1,80,3
RM987,39,36-45,Travel_Rarely,Sales,4,Life Sciences,1,1390,1,Male,2,2,Sales Executive,4,Married,Y,4,80,4
RM993,39,36-45,Non-Travel,Research & Development,2,Life Sciences,1,1397,3,Male,3,3,Healthcare Representative,3,Married,Y,2,80,3
RM1033,39,36-45,Non-Travel,Research & Development,3,Life Sciences,1,1458,1,Female,2,1,Laboratory Technician,1,Single,Y,2,80,4
RM1080,39,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,1525,2,Female,3,3,Manufacturing Director,2,Single,Y,4,80,3
RM1125,39,36-45,Travel_Rarely,Sales,3,Medical,1,1588,4,Male,4,3,Sales Executive,3,Married,Y,1,80,3
RM1149,39,36-45,Travel_Rarely,Research & Development,5,Medical,1,1618,2,Male,3,2,Manufacturing Director,1,Married,Y,4,80,3
RM1156,39,36-45,Travel_Rarely,Research & Development,2,Medical,1,1627,3,Male,2,2,Laboratory Technician,3,Divorced,Y,4,80,3
RM1160,39,36-45,Travel_Frequently,Research & Development,3,Medical,1,1633,1,Female,3,2,Manufacturing Director,3,Single,Y,4,80,1
RM1176,39,36-45,Travel_Rarely,Research & Development,3,Medical,1,1654,4,Male,3,2,Manufacturing Director,2,Married,Y,3,80,3
RM1241,39,36-45,Non-Travel,Research & Development,3,Life Sciences,1,1737,4,Male,3,2,Laboratory Technician,4,Married,Y,4,80,3
RM1285,39,36-45,Travel_Rarely,Research & Development,1,Medical,1,1800,3,Male,3,3,Research Director,3,Single,Y,3,80,3
RM1293,39,36-45,Travel_Frequently,Sales,3,Life Sciences,1,1812,3,Male,3,2,Sales Executive,4,Divorced,Y,4,80,3
RM1336,39,36-45,Travel_Rarely,Research & Development,4,Other,1,1871,4,Male,3,2,Research Scientist,4,Divorced,Y,2,80,3
RM1367,39,36-45,Non-Travel,Sales,4,Life Sciences,1,1929,1,Female,1,2,Sales Executive,3,Married,Y,3,80,3
RM1373,39,36-45,Travel_Rarely,Research & Development,2,Medical,1,1936,1,Male,3,2,Manufacturing Director,1,Married,Y,4,80,3
RM1404,39,36-45,Travel_Rarely,Sales,4,Marketing,1,1975,2,Male,3,4,Sales Executive,1,Single,Y,1,80,3
RM1430,39,36-45,Travel_Rarely,Research & Development,1,Life Sciences,1,2014,1,Male,3,2,Research Scientist,4,Single,Y,1,80,3
RM1438,39,36-45,Non-Travel,Research & Development,3,Life Sciences,1,2022,4,Male,3,5,Manager,4,Single,Y,3,80,2
RM1463,39,36-45,Travel_Rarely,Sales,1,Marketing,1,2056,2,Female,2,4,Sales Executive,4,Married,Y,1,80,2
RM1467,39,36-45,Travel_Rarely,Research & Development,1,Medical,1,2062,4,Male,2,3,Healthcare Representative,1,Married,Y,1,80,3
RM1463,39,36-45,Travel_Rarely,Sales,1,Marketing,1,2056,2,Female,2,4,Sales Executive,4,Married,Y,1,80,2
RM1467,39,36-45,Travel_Rarely,Research & Development,1,Medical,1,2062,4,Male,2,3,Healthcare Representative,1,Married,Y,1,80,3
RM091,40,36-45,Travel_Frequently,Research & Development,4,Life Sciences,1,119,3,Male,2,4,Healthcare Representative,2,Married,Y,4,80,2
RM151,40,36-45,Travel_Frequently,Research & Development,3,Medical,1,202,2,Female,3,2,Research Scientist,2,Divorced,Y,1,80,3
RM159,40,36-45,Travel_Rarely,Sales,4,Marketing,1,215,3,Male,2,3,Sales Executive,4,Married,Y,1,80,2
RM187,40,36-45,Travel_Rarely,Research & Development,1,Medical,1,253,4,Female,3,5,Manager,3,Married,Y,2,80,3
RM204,40,36-45,Travel_Rarely,Research & Development,2,Medical,1,281,3,Male,3,2,Laboratory Technician,4,Married,Y,3,80,4
RM209,40,36-45,Non-Travel,Research & Development,5,Life Sciences,1,287,4,Male,2,2,Healthcare Representative,4,Married,Y,4,80,1
RM244,40,36-45,Travel_Rarely,Research & Development,2,Technical Degree,1,335,1,Male,3,2,Research Scientist,4,Divorced,Y,1,80,3
RM258,40,36-45,Travel_Rarely,Research & Development,2,Medical,1,352,1,Male,3,5,Research Director,3,Divorced,Y,4,80,3
RM336,40,36-45,Travel_Rarely,Sales,2,Medical,1,453,2,Male,1,2,Sales Executive,4,Married,Y,3,80,2
RM362,40,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,483,4,Female,4,1,Laboratory Technician,3,Married,Y,3,80,3
RM369,40,36-45,Travel_Rarely,Sales,2,Marketing,1,492,3,Male,2,2,Sales Executive,3,Married,Y,1,80,3
RM388,40,36-45,Travel_Rarely,Sales,2,Marketing,1,516,4,Female,3,2,Sales Executive,2,Divorced,Y,3,80,3
RM392,40,36-45,Travel_Rarely,Research & Development,3,Medical,1,521,2,Female,2,2,Laboratory Technician,3,Married,Y,2,80,3
RM418,40,36-45,Travel_Rarely,Sales,4,Life Sciences,1,558,3,Female,3,5,Manager,3,Married,Y,4,80,3
RM449,40,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,601,2,Female,3,4,Manufacturing Director,3,Single,Y,3,80,3
RM459,40,36-45,Non-Travel,Sales,3,Other,1,615,3,Male,1,3,Sales Executive,1,Divorced,Y,3,80,3
RM534,40,36-45,Travel_Frequently,Sales,4,Life Sciences,1,729,4,Male,2,3,Sales Executive,1,Married,Y,3,80,3
RM554,40,36-45,Travel_Rarely,Research & Development,1,Medical,1,763,4,Female,2,1,Research Scientist,4,Single,Y,4,80,2
RM583,40,36-45,Travel_Frequently,Research & Development,2,Medical,1,807,3,Female,4,2,Healthcare Representative,2,Married,Y,4,80,3
RM602,40,36-45,Travel_Frequently,Research & Development,4,Medical,1,832,1,Male,2,2,Laboratory Technician,3,Single,Y,4,80,3
RM685,40,36-45,Travel_Rarely,Sales,4,Marketing,1,954,1,Male,2,3,Sales Executive,2,Divorced,Y,2,80,2
RM692,40,36-45,Travel_Frequently,Research & Development,4,Medical,1,964,4,Male,3,1,Research Scientist,2,Divorced,Y,4,80,3
RM707,40,36-45,Non-Travel,Sales,3,Life Sciences,1,986,2,Female,4,4,Sales Executive,2,Single,Y,4,80,2
RM769,40,36-45,Travel_Rarely,Sales,3,Marketing,1,1066,3,Male,3,2,Sales Executive,1,Married,Y,2,80,2
RM786,40,36-45,Travel_Rarely,Research & Development,4,Technical Degree,1,1092,1,Male,3,3,Healthcare Representative,4,Married,Y,4,80,3
RM815,40,36-45,Travel_Rarely,Research & Development,3,Medical,1,1128,3,Male,2,5,Research Director,3,Single,Y,1,80,4
RM838,40,36-45,Travel_Frequently,Research & Development,4,Medical,1,1166,2,Female,3,3,Research Director,3,Single,Y,3,80,2
RM846,40,36-45,Travel_Frequently,Research & Development,2,Medical,1,1180,3,Female,2,2,Research Scientist,4,Married,Y,4,80,1
RM867,40,36-45,Travel_Frequently,Sales,4,Medical,1,1212,2,Male,3,2,Sales Executive,2,Married,Y,4,80,3
RM885,40,36-45,Travel_Rarely,Sales,3,Technical Degree,1,1239,2,Female,2,2,Sales Executive,2,Divorced,Y,2,80,4
RM947,40,36-45,Travel_Rarely,Sales,4,Marketing,1,1318,4,Male,2,3,Sales Executive,2,Single,Y,3,80,3
RM958,40,36-45,Non-Travel,Research & Development,2,Life Sciences,1,1340,3,Male,3,1,Research Scientist,3,Divorced,Y,2,80,3
RM960,40,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,1346,3,Male,3,2,Research Scientist,4,Single,Y,3,80,3
RM968,40,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,1361,2,Male,3,1,Laboratory Technician,2,Married,Y,3,80,3
RM979,40,36-45,Travel_Rarely,Research & Development,1,Medical,1,1375,2,Female,4,2,Healthcare Representative,3,Divorced,Y,2,80,3
RM1030,40,36-45,Non-Travel,Research & Development,4,Other,1,1449,3,Male,3,2,Laboratory Technician,3,Divorced,Y,3,80,4
RM1041,40,36-45,Non-Travel,Research & Development,1,Medical,1,1468,4,Male,2,3,Research Director,2,Divorced,Y,3,80,3
RM1046,40,36-45,Travel_Rarely,Research & Development,3,Medical,1,1474,3,Male,3,1,Research Scientist,3,Divorced,Y,3,80,4
RM1084,40,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,1534,4,Male,3,1,Laboratory Technician,1,Single,Y,2,80,1
RM1095,40,36-45,Travel_Rarely,Sales,2,Medical,1,1548,1,Male,3,2,Sales Executive,1,Married,Y,4,80,4
RM1097,40,36-45,Travel_Rarely,Human Resources,2,Medical,1,1550,3,Male,3,4,Manager,4,Single,Y,4,80,3
RM1099,40,36-45,Non-Travel,Research & Development,2,Life Sciences,1,1552,4,Male,3,2,Healthcare Representative,4,Divorced,Y,3,80,3
RM1133,40,36-45,Travel_Rarely,Sales,2,Life Sciences,1,1598,4,Female,3,2,Sales Executive,1,Married,Y,3,80,3
RM1157,40,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,1628,1,Female,2,3,Manufacturing Director,3,Married,Y,4,80,3
RM1165,40,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,1641,3,Female,3,3,Manufacturing Director,4,Single,Y,4,80,2
RM1172,40,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,1649,1,Male,3,1,Laboratory Technician,1,Single,Y,2,80,1
RM1230,40,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,1724,2,Female,3,2,Manufacturing Director,1,Married,Y,2,80,3
RM1243,40,36-45,Travel_Rarely,Sales,4,Medical,1,1740,2,Male,3,5,Manager,2,Single,Y,2,80,2
RM1287,40,36-45,Travel_Rarely,Research & Development,2,Life Sciences,1,1802,3,Female,3,1,Laboratory Technician,1,Married,Y,4,80,2
RM1300,40,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,1822,3,Female,3,2,Healthcare Representative,4,Divorced,Y,4,80,3
RM1305,40,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,1829,2,Female,3,2,Healthcare Representative,1,Divorced,Y,2,80,3
RM1349,40,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,1892,1,Male,3,4,Manager,1,Divorced,Y,1,80,3
RM1410,40,36-45,Travel_Frequently,Research & Development,3,Technical Degree,1,1985,4,Female,3,2,Laboratory Technician,3,Married,Y,1,80,4
RM1411,40,36-45,Travel_Rarely,Sales,2,Marketing,1,1986,2,Female,3,2,Sales Executive,2,Married,Y,3,80,3
RM1428,40,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,2012,1,Male,3,1,Laboratory Technician,4,Married,Y,3,80,2
RM1456,40,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,2048,3,Male,2,1,Research Scientist,3,Single,Y,4,80,3
RM1458,40,36-45,Travel_Rarely,Research & Development,4,Medical,1,2051,3,Female,3,1,Research Scientist,3,Married,Y,2,80,3
RM001,41,36-45,Travel_Rarely,Sales,2,Life Sciences,1,1,2,Female,3,2,Sales Executive,4,Single,Y,1,80,1
RM046,41,36-45,Travel_Rarely,Research & Development,3,Technical Degree,1,58,2,Female,3,5,Research Director,3,Married,Y,4,80,3
RM134,41,36-45,Travel_Rarely,Sales,1,Life Sciences,1,176,3,Male,3,3,Sales Executive,3,Divorced,Y,3,80,3
RM148,41,36-45,Travel_Frequently,Research & Development,3,Life Sciences,1,199,4,Male,2,4,Manager,1,Divorced,Y,2,80,2
RM149,41,36-45,Travel_Rarely,Research & Development,4,Life Sciences,1,200,3,Male,3,1,Laboratory Technician,1,Married,Y,4,80,3
RM167,41,36-45,Travel_Rarely,Research & Development,3,Life Sciences,1,227,1,Male,3,1,Research Scientist,3,Divorced,Y,1,80,3
RM183,41,36-45,Travel_Rarely,Sales,2,Marketing,1,248,2,Female,3,1,Sales Representative,2,Single,Y,4,80,2
